title,make,model,year,condition,transmission,location,price,url
Toyota Mark X 2.5 AWD 2008 Silver,Toyota,Mark,2008,foreign used,automatic,"Kampala, Nakawa",26500000,https://jiji.ug/nakawa/cars/toyota-mark-x-2-5-awd-2008-silver-rhVVVZF98m47QjVPAAZDO772.html?page=8&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=10
Subaru Impreza 2.0i 5-dr 2013 White,Subaru,Impreza,2013,foreign used,automatic,"Kampala, Nakawa",34000000,https://jiji.ug/nakawa/cars/subaru-impreza-2-0i-5-dr-2013-white-q8rWthhNNgJXgTZp9yW0zxU5.html?page=8&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=13
Mazda Demio 2008 Silver,Mazda,Demio,2008,foreign used,automatic,"Kampala, Central Division",5500000,https://jiji.ug/central-division/cars/mazda-demio-2008-silver-uwdgMuz3Hvj59tpzT8qsPic0.html?page=8&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=16
Toyota Axio 2011 White,Toyota,Axio,2011,foreign used,automatic,"Kampala, Nakawa",29500000,https://jiji.ug/nakawa/cars/toyota-axio-2011-white-eXFcmYhaLF59pwrVNfwp6l2P.html?page=8&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=19
Toyota Vanguard 2012 Maroon,Toyota,Vanguard,2012,foreign used,automatic,"Kampala, Nakawa",62000000,https://jiji.ug/nakawa/cars/toyota-vanguard-2012-maroon-nikbZjDxZaYhHSpJ5IrVq00.html?page=8&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=22
Subaru Outback 2012 Black,Subaru,Outback,2012,foreign used,automatic,"Kampala, Nakawa",55000000,https://jiji.ug/nakawa/cars/subaru-outback-2012-black-cEKZuhA2ArAOBZucm77qf7sB.html?page=8&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=2
Toyota Aqua 2016 Black,Toyota,Aqua,2016,foreign used,automatic,"Kampala, Nakawa",42500000,https://jiji.ug/nakawa/cars/toyota-aqua-2016-black-hGVQ6y4669vQDfGoiwmXXPkB.html?page=8&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=5
Toyota Raum 1.5 AWD 2011 Gray,Toyota,Raum,2011,local used,automatic,"Kampala, Central Division",16000000,https://jiji.ug/central-division/cars/toyota-raum-1-5-awd-2011-gray-iMYFHu5O6P16wRUWWfJfxxCC.html?page=8&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=8
Toyota Wish 2012 White,Toyota,Wish,2012,foreign used,automatic,"Kampala, Nakawa",32000000,https://jiji.ug/nakawa/cars/toyota-wish-2012-white-yxfkbjx7RHDJEBbxdXHCi5CE.html?page=8&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=11
Subaru Impreza 2.0i Limited PZEV 4dr Hatchback AWD (2.0L 4cyl CVT) 2015 White,Subaru,Impreza,2015,foreign used,automatic,"Kampala, Nakawa",40000000,https://jiji.ug/nakawa/cars/subaru-impreza-2-0i-limited-pzev-4dr-hatchback-awd-2-0l-4cyl-cvt-2015-white-3CgBbUDT0RVNZ8Ea1T7nHpmZ.html?page=8&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=14
Toyota RAV4 2004 Silver,Toyota,RAV4,2004,local used,automatic,"Kampala, Central Division",7800000,https://jiji.ug/central-division/cars/toyota-rav4-2004-silver-uZyu9lUilbLL2hhAT3q5KlQg.html?page=8&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=17
Subaru Exiga 2010 Gray,Subaru,Exiga,2010,foreign used,automatic,"Kampala, Nakawa",25000000,https://jiji.ug/nakawa/cars/subaru-exiga-2010-gray-k2clbtoxsCw5jB6NhZK7TYYL.html?page=8&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=20
Mercedes-Benz E200 2016 White,Mercedes-Benz,E200,2016,foreign used,automatic,"Kampala, Nakawa",102000000,https://jiji.ug/nakawa/cars/mercedes-benz-e200-2016-white-gkMEZQZB1RvhcYF8ttA0uiNW.html?page=8&pos=24&cur_pos=24&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=23
Mercedes-Benz E200 2016 White,Mercedes-Benz,E200,2016,foreign used,automatic,"Kampala, Nakawa",102000000,https://jiji.ug/nakawa/cars/mercedes-benz-e200-2016-white-gkMEZQZB1RvhcYF8ttA0uiNW.html?page=9&pos=1&cur_pos=1&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=0
Toyota Noah 2001 White,Toyota,Noah,2001,local used,automatic,"Kampala, Rubaga",9000000,https://jiji.ug/rubaga/cars/toyota-noah-2001-white-cFQtXfeyCy6c8kc2yDLgNv52.html?page=9&pos=4&cur_pos=4&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=3
Subaru XV Limited Package 2018 White,Subaru,XV,2018,foreign used,automatic,"Kampala, Nakawa",65000000,https://jiji.ug/nakawa/cars/subaru-xv-limited-package-2018-white-35HjmjUxwIMls2iD2U6s658m.html?page=9&pos=7&cur_pos=7&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=6
Toyota Noah 2.0 143hp AWD (8 Seater) 2011 Black,Toyota,Noah,2011,foreign used,automatic,"Kampala, Central Division",37000000,https://jiji.ug/central-division/cars/toyota-noah-2-0-143hp-awd-8-seater-2011-black-tJdbMijXarkczrlvp3LyiqTN.html?page=9&pos=10&cur_pos=10&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=9
Toyota Wish 2008 Silver,Toyota,Wish,2008,local used,automatic,"Kampala, Rubaga",25500000,https://jiji.ug/rubaga/cars/toyota-wish-2008-silver-dGjIiNZfMCzrQ7nujVMejA0E.html?page=9&pos=13&cur_pos=13&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=12
Toyota Land Cruiser 3.5 Petrol 4WD 2022 Gray,Toyota,Land,2022,foreign used,automatic,"Kampala, Nakawa",485000000,https://jiji.ug/nakawa/cars/toyota-land-cruiser-3-5-petrol-4wd-2022-gray-1bXFTBteUK9eUiu6euJHqylM.html?page=9&pos=16&cur_pos=16&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=15
Toyota Land Cruiser Prado 3.0 TD 1996 Gray,Toyota,Land,1996,local used,manual,"Kampala, Central Division",45000000,https://jiji.ug/central-division/cars/toyota-land-cruiser-prado-3-0-td-1996-gray-n0xse90AOJHphsGnpnc70D3C.html?page=9&pos=19&cur_pos=19&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=18
Toyota Premio 1.8 AWD 2009 Silver,Toyota,Premio,2009,local used,automatic,"Kampala, Nakawa",33600000,https://jiji.ug/nakawa/cars/toyota-premio-1-8-awd-2009-silver-xuzpMiEbnRgu1n8uJv9AVBrB.html?page=9&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=21
Toyota Wish 2009 White,Toyota,Wish,2009,foreign used,automatic,"Kampala, Central Division",34000000,https://jiji.ug/central-division/cars/toyota-wish-2009-white-63z3zk2g4kl6KMpgr04wlhnH.html?page=9&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=1
Mazda CX-5 2.2 Diesel FWD 2012 Silver,Mazda,CX-5,2012,foreign used,automatic,"Kampala, Nakawa",48000000,https://jiji.ug/nakawa/cars/mazda-cx-5-2-2-diesel-fwd-2012-silver-zalD3vKVeLv0rumccuHnAADQ.html?page=9&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=4
Toyota Noah 2.0 143hp FWD (8 Seater) 2013 Gray,Toyota,Noah,2013,foreign used,automatic,"Kampala, Nakawa",45000000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-143hp-fwd-8-seater-2013-gray-Cm4VkGhV9aOUtb4BG5jErOnV.html?page=9&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=7
Toyota Allex 2006 Gold,Toyota,Allex,2006,local used,automatic,"Kampala, Central Division",19500000,https://jiji.ug/central-division/cars/toyota-allex-2006-gold-oObXUzgSdRA3opWNHBclmQ3g.html?page=9&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=10
Nissan Fuga 2010 Gray,Nissan,Fuga,2010,foreign used,automatic,"Kampala, Central Division",45000000,https://jiji.ug/central-division/cars/nissan-fuga-2010-gray-8piNV8zjj4g1LwhhHPX3qpMD.html?page=9&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=13
Toyota Premio 1.8 FWD 2016 White,Toyota,Premio,2016,foreign used,automatic,"Kampala, Nakawa",58000000,https://jiji.ug/nakawa/cars/toyota-premio-1-8-fwd-2016-white-AQ6Fm2o2ad6NSKiMGwAJV4SH.html?page=9&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=16
Toyota RAV4 2.0 4x4 2007 White,Toyota,RAV4,2007,local used,automatic,"Kampala, Central Division",18000000,https://jiji.ug/central-division/cars/toyota-rav4-2-0-4x4-2007-white-l30wL4vUVbQ13UV05xOqQ1wZ.html?page=9&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=19
Mazda CX-5 2.2 Diesel AWD 2019 Gray,Mazda,CX-5,2019,foreign used,automatic,"Kampala, Nakawa",90500000,https://jiji.ug/nakawa/cars/mazda-cx-5-2-2-diesel-awd-2019-gray-herhENi3hOpHUdK3qC65eyaM.html?page=9&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=22
Toyota Ractis 1.5 FWD 2012 Blue,Toyota,Ractis,2012,local used,automatic,"Kampala, Central Division",27500000,https://jiji.ug/central-division/cars/toyota-ractis-1-5-fwd-2012-blue-jUWKl1UP1N9ng6ZNEptuSVBa.html?page=9&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=2
Toyota Wish 2004,Toyota,Wish,2004,local used,automatic,"Kampala, Central Division",20000000,https://jiji.ug/central-division/cars/toyota-wish-2004-fL5EGsqoccAfkjfRZdQgJPU2.html?page=9&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=5
Nissan Wingroad 2008 White,Nissan,Wingroad,2008,local used,automatic,"Kampala, Central Division",18000000,https://jiji.ug/central-division/cars/nissan-wingroad-2008-white-jVQmGXKkoCiybqAu1Gj2q6wW.html?page=9&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=8
Mitsubishi Outlander 2.4 Automatic 2008 Black,Mitsubishi,Outlander,2008,local used,automatic,"Kampala, Central Division",25000000,https://jiji.ug/central-division/cars/mitsubishi-outlander-2-4-automatic-2008-black-reYExf2i8qf3NMURkblGqI99.html?page=9&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=11
Toyota Esquire 2016 Black,Toyota,Esquire,2016,foreign used,automatic,"Kampala, Nakawa",59000000,https://jiji.ug/nakawa/cars/toyota-esquire-2016-black-dib2uxBVpS44yaiHDtPCC7kF.html?page=9&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=14
Toyota Harrier 3.0 V6 2004 White,Toyota,Harrier,2004,local used,automatic,"Kampala, Central Division",21000000,https://jiji.ug/central-division/cars/toyota-harrier-3-0-v6-2004-white-oAUZ3Y05JoNSIrrUFfFtIiYb.html?page=9&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=17
Toyota Hilux Surf 2.7 SSR 2009 Black,Toyota,Hilux,2009,local used,automatic,"Kampala, Nakawa",75000000,https://jiji.ug/nakawa/cars/toyota-hilux-surf-2-7-ssr-2009-black-aoWjvCdTC60SmtDLQYba2jUK.html?page=9&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=20
Subaru XV 2015 Green,Subaru,XV,2015,foreign used,automatic,"Kampala, Nakawa",50000000,https://jiji.ug/nakawa/cars/subaru-xv-2015-green-sAtBdqvqJb6ytu8HcdtCEWyQ.html?page=9&pos=24&cur_pos=24&ads_per_page=24&ads_count=7246&lid=_GF5fu1AXvIOjDoE&indexPosition=23
BMW X6 xDrive35i 4x4 Coupe (3.0L 6cyl 8A) 2013 White,BMW,X6,2013,foreign used,automatic,"Kampala, Nakawa",100000000,https://jiji.ug/nakawa/cars/bmw-x6-xdrive35i-4x4-coupe-3-0l-6cyl-8a-2013-white-8I7FBpFkZvo3g5azFSJdbl9N.html?page=10&pos=1&cur_pos=1&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=0
Toyota Harrier 2.4 2009 Black,Toyota,Harrier,2009,local used,automatic,"Kampala, Central Division",38000000,https://jiji.ug/central-division/cars/toyota-harrier-2-4-2009-black-5Qt5uSh3WR3FPAuS7FgKJS2J.html?page=10&pos=4&cur_pos=4&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=3
Toyota Passo Sette 2011 Brown,Toyota,Passo,2011,foreign used,automatic,"Kampala, Nakawa",29500000,https://jiji.ug/nakawa/cars/toyota-passo-sette-2011-brown-riJCyW89agaRBSvdUbhLgEax.html?page=10&pos=7&cur_pos=7&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=6
Toyota Premio 1.8 FWD 2016 Silver,Toyota,Premio,2016,foreign used,automatic,"Kampala, Nakawa",58000000,https://jiji.ug/nakawa/cars/toyota-premio-1-8-fwd-2016-silver-nhX39FFhPQZrdUyqX9vS3KCh.html?page=10&pos=10&cur_pos=10&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=9
Toyota Mark X 2.5 RWD 2007 Silver,Toyota,Mark,2007,local used,automatic,"Kampala, Central Division",22500000,https://jiji.ug/central-division/cars/toyota-mark-x-2-5-rwd-2007-silver-1mPj0Xq0brnn7SNBjRgufngw.html?page=10&pos=13&cur_pos=13&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=12
Toyota Noah 2.0 143hp FWD (8 Seater) 2012 White,Toyota,Noah,2012,foreign used,,"Kampala, Nakawa",45000000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-143hp-fwd-8-seater-2012-white-hAimgcETmEWPVUhvRHzIDpqZ.html?page=10&pos=16&cur_pos=16&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=15
Mitsubishi Outlander 2.4 GLS Automatic 2009 Black,Mitsubishi,Outlander,2009,local used,automatic,"Kampala, Central Division",27500000,https://jiji.ug/central-division/cars/mitsubishi-outlander-2-4-gls-automatic-2009-black-utqZt8hmsKegzBmPN4Ihlejf.html?page=10&pos=19&cur_pos=19&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=18
Toyota RAV4 2.0 4x4 2007 Silver,Toyota,RAV4,2007,local used,automatic,"Kampala, Central Division",28000000,https://jiji.ug/central-division/cars/toyota-rav4-2-0-4x4-2007-silver-q8qrUHLf6o9J7OorkpBVQnxI.html?page=10&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=21
Toyota Wish 2011 Gray,Toyota,Wish,2011,foreign used,automatic,"Kampala, Nakawa",33000000,https://jiji.ug/nakawa/cars/toyota-wish-2011-gray-filWKZFO38aMRLadS1K00YO4.html?page=10&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=1
Toyota Probox 2004 White,Toyota,Probox,2004,local used,automatic,"Kampala, Central Division",13500000,https://jiji.ug/central-division/cars/toyota-probox-2004-white-5BRlT0WeF3cAIIrI4wvNxReW.html?page=10&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=4
Toyota Probox 1.5 DX Comfort 4WD 2016 White,Toyota,Probox,2016,foreign used,automatic,"Kampala, Nakawa",37000000,https://jiji.ug/nakawa/cars/toyota-probox-1-5-dx-comfort-4wd-2016-white-rgFbkRYvbZ0RiiQLljehEf9d.html?page=10&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=7
Toyota Ractis 1.5 FWD 2009 Black,Toyota,Ractis,2009,local used,automatic,"Kampala, Central Division",22000000,https://jiji.ug/central-division/cars/toyota-ractis-1-5-fwd-2009-black-9W0l8y6xZWhzaFxLVVpH1xAs.html?page=10&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=10
Toyota Harrier 2.0 2015 White,Toyota,Harrier,2015,foreign used,automatic,"Kampala, Nakawa",87000000,https://jiji.ug/nakawa/cars/toyota-harrier-2-0-2015-white-v91oG1dGj3YHH28sNU41c0rV.html?page=10&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=13
Toyota Vitz 1.3 AWD 5dr 2005 Silver,Toyota,Vitz,2005,local used,automatic,"Kampala, Central Division",13500000,https://jiji.ug/central-division/cars/toyota-vitz-1-3-awd-5dr-2005-silver-sAq2PzvzfcOe1hTgaFk3hNL6.html?page=10&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=16
Subaru Impreza 1.6 Sport 2012 Silver,Subaru,Impreza,2012,local used,automatic,"Kampala, Central Division",28500000,https://jiji.ug/central-division/cars/subaru-impreza-1-6-sport-2012-silver-f7rJVpAwZ3sneXuPM2dXTlVw.html?page=10&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=19
Toyota Wish 2010 Gray,Toyota,Wish,2010,local used,automatic,"Kampala, Central Division",25000000,https://jiji.ug/central-division/cars/toyota-wish-2010-gray-fxPtjHaNo1A5ARi3LCeumGty.html?page=10&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=22
Mazda Demio 2004 Silver,Mazda,Demio,2004,ugandan used,automatic,"Kampala, Central Division",4900000,https://jiji.ug/central-division/cars/mazda-demio-2004-silver-AutNjVhBFDW2Oov9iFbYvHi.html?page=10&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=2
Toyota RAV4 2007 White,Toyota,RAV4,2007,local used,automatic,"Kampala, Central Division",19000000,https://jiji.ug/central-division/cars/toyota-rav4-2007-white-i2CkVdZV6RSAzlmw4GPVjKPf.html?page=10&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=5
New Toyota Land Cruiser LC300 2023 Gold,New,Toyota,2023,,automatic,"Kampala, Nakawa",450000000,https://jiji.ug/nakawa/cars/new-toyota-land-cruiser-lc300-2023-gold-8BLopia0aboiIcxX14rSwRvW.html?page=10&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=8
Toyota Corolla Spacio 1.5 X G-edition 2003 Silver,Toyota,Corolla,2003,local used,automatic,"Kampala, Central Division",19500000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-1-5-x-g-edition-2003-silver-9Tq43xZjZDQ0qyIF4UaotkiP.html?page=10&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=11
Subaru Forester Premium AWD 2020 Silver,Subaru,Forester,2020,foreign used,automatic,"Kampala, Nakawa",98000000,https://jiji.ug/nakawa/cars/subaru-forester-premium-awd-2020-silver-v3NOqpmootIPLHJDVUHn3ksd.html?page=10&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=14
Nissan Dualis 2008 Blue,Nissan,Dualis,2008,local used,automatic,"Kampala, Central Division",19000000,https://jiji.ug/central-division/cars/nissan-dualis-2008-blue-1t6jXrtRSye1oxdHqcmDuTXs.html?page=10&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=17
Toyota Corolla Spacio 1.6 (5 Seater) 1999 Green,Toyota,Corolla,1999,local used,automatic,"Kampala, Central Division",13000000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-1-6-5-seater-1999-green-maidA5DRaVDhyGcLjH1Ix7zU.html?page=10&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=fL2tKb4OvK32Brpc&indexPosition=20
