ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB203270,2022 SUZUKI HUSTLER,SUZUKI,HUSTLER,2022/11,"24,468 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb203270/id/13260659/
CB203273,2024 TOYOTA HARRIER,TOYOTA,HARRIER,2024/4,"2,207 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/harrier/cb203273/id/13260662/
CB203276,2022 LEXUS NX,LEXUS,NX,2022/1,"34,423 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203276/id/13260665/
CB203280,2022 TOYOTA ALPHARD,TOYOTA,ALPHARD,2022/3,"15,366 km","2,500cc",AT,Petrol,7,Location,,,,,/toyota/alphard/cb203280/id/13260669/
CB203283,2012 TOYOTA PRIUS ALPHA,TOYOTA,PRIUS,2012/9,"49,000 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius-alpha/cb203283/id/13260672/
CB203285,2021 SUBARU IMPREZA SPORTS,SUBARU,IMPREZA,2021,"11,716 km","2,000cc",CVT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb203285/id/13260674/
CB203287,2017 TOYOTA LAND CRUISER PRADO,TOYOTA,LAND,2017/11,"64,800 km","2,800cc",AT,Diesel,5,Location,,,,,/toyota/land-cruiser-prado/cb203287/id/13260676/
CB203289,2015 TOYOTA PRIUS,TOYOTA,PRIUS,2015/1,"73,598 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203289/id/13260678/
CB203291,2014 NISSAN X-TRAIL,NISSAN,X-TRAIL,2014/12,"48,124 km","2,000cc",AT,Petrol,5,Location,,,,,/nissan/x-trail/cb203291/id/13260680/
CB203295,2024 SUZUKI X BEE,SUZUKI,X,2024/7,"50,790 km","1,000cc",AT,Petrol,5,Location,,,,,/suzuki/x-bee/cb203295/id/13260684/
CB203299,2019 LEXUS UX,LEXUS,UX,2019/2,"52,840 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/ux/cb203299/id/13260688/
CB203303,2021 HONDA VEZEL,HONDA,VEZEL,2021/7,"11,934 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/cb203303/id/13260692/
CB203307,2015 NISSAN NOTE,NISSAN,NOTE,2015/1,"50,521 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203307/id/13260696/
CB203312,2018 TOYOTA SIENTA,TOYOTA,SIENTA,2018/6,"67,183 km","1,500cc",AT,Petrol,6,Location,,,,,/toyota/sienta/cb203312/id/13260701/
CB203315,2023 SUBARU FORESTER,SUBARU,FORESTER,2023/7,"30,782 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/forester/cb203315/id/13260704/
CB203317,2022 SUBARU XV HYBRID,SUBARU,XV,2022,"40,150 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/subaru/xv-hybrid/cb203317/id/13260706/
CB203320,2024 SUZUKI SOLIO,SUZUKI,SOLIO,2024/6,"11,104 km","1,300cc",AT,Petrol,5,Location,,,,,/suzuki/solio/cb203320/id/13260709/
CB203323,2021 LEXUS RX,LEXUS,RX,2021/6,"30,929 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/rx/cb203323/id/13260712/
CB203325,2013 TOYOTA CROWN HYBRID,TOYOTA,CROWN,2013/5,"78,011 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-hybrid/cb203325/id/13260714/
CB203327,2023 TOYOTA RAV4,TOYOTA,RAV4,2023/4,"15,616 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/rav4/cb203327/id/13260716/
CB203330,2021 SUZUKI SPACIA,SUZUKI,SPACIA,2021/2,"13,546 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/spacia/cb203330/id/13260719/
CB203331,2018 TOYOTA VELLFIRE,TOYOTA,VELLFIRE,2018/7,"41,831 km","3,500cc",AT,Petrol,7,Location,,,,,/toyota/vellfire/cb203331/id/13260720/
CB203332,2021 TOYOTA LAND CRUISER PRADO,TOYOTA,LAND,2021/4,"29,863 km","2,700cc",AT,Petrol,7,Location,,,,,/toyota/land-cruiser-prado/cb203332/id/13260721/
CB203333,2017 NISSAN SERENA,NISSAN,SERENA,2017/2,"69,601 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203333/id/13260722/
CB203334,2019 SUBARU IMPREZA SPORTS,SUBARU,IMPREZA,2019/9,"19,855 km","1,600cc",AT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb203334/id/13260723/
CB203335,2018 LEXUS LS,LEXUS,LS,2018,"33,300 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/ls/cb203335/id/13260724/
CB203336,2025 TOYOTA PRIUS,TOYOTA,PRIUS,2025/4,"4,000 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203336/id/13260725/
CB203337,2023 SUZUKI JIMNY,SUZUKI,JIMNY,2023/1,"27,014 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb203337/id/13260726/
CB203338,2016 TOYOTA NOAH HYBRID,TOYOTA,NOAH,2016/12,"141,962 km","1,800cc",AT,Petrol,7,Location,,,,,/toyota/noah-hybrid/cb203338/id/13260727/
CB203339,2015 HONDA N BOX,HONDA,N,2015/2,"85,223 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203339/id/13260728/
CB203340,2016 HONDA FREED HYBRID,HONDA,FREED,2016/3,"18,394 km","1,500cc",AT,Petrol,6,Location,,,,,/honda/freed-hybrid/cb203340/id/13260729/
CB203341,2022 NISSAN ROOX,NISSAN,ROOX,2022/12,"23,659 km",660cc,AT,Petrol,4,Location,,,,,/nissan/roox/cb203341/id/13260730/
CB203342,2018 NISSAN NOTE,NISSAN,NOTE,2018/1,"45,000 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203342/id/13260731/
CB203343,2017 TOYOTA PASSO,TOYOTA,PASSO,2017/5,"55,733 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/passo/cb203343/id/13260732/
CB203344,2019 TOYOTA RAV4,TOYOTA,RAV4,2019/4,"32,710 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/rav4/cb203344/id/13260733/
CB203345,2007 HONDA INSPIRE,HONDA,INSPIRE,2007/2,"134,273 km","3,000cc",AT,Petrol,5,Location,,,,,/honda/inspire/cb203345/id/13260734/
CB203346,2010 MITSUBISHI DELICA D5,MITSUBISHI,DELICA,2010/5,"265,766 km","2,400cc",AT,Petrol,8,Location,,,,,/mitsubishi/delica-d5/cb203346/id/13260735/
CB203347,2000 TOYOTA MARK II,TOYOTA,MARK,2000,"82,070 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/mark-ii/cb203347/id/13260736/
CB203348,2017 HONDA N BOX,HONDA,N,2017/3,"58,548 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203348/id/13260737/
CB203349,2023 MAZDA CAROL,MAZDA,CAROL,2023/11,"11,460 km",660cc,AT,Petrol,4,Location,,,,,/mazda/carol/cb203349/id/13260738/
CB203350,2019 LEXUS RX,LEXUS,RX,2019/2,"45,423 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/rx/cb203350/id/13260739/
CB203351,2013 TOYOTA CROWN HYBRID,TOYOTA,CROWN,2013/9,"140,964 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb203351/id/13260740/
CB203352,2003 TOYOTA MARK II,TOYOTA,MARK,2003,"69,150 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/mark-ii/cb203352/id/13260741/
CB203353,2017 MAZDA CX-5,MAZDA,CX-5,2017/10,"87,333 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/cx-5/cb203353/id/13260742/
CB203354,2013 TOYOTA RACTIS,TOYOTA,RACTIS,2013/5,"40,854 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/ractis/cb203354/id/13260743/
CB203355,2022 AUDI S8,AUDI,S8,2022/6,"28,549 km","4,000cc",AT,Petrol,5,Location,,,,,/audi/s8/cb203355/id/13260744/
CB203356,2024 TOYOTA ROOMY,TOYOTA,ROOMY,2024/9,"18,789 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/roomy/cb203356/id/13260745/
CB203357,2014 NISSAN ELGRAND,NISSAN,ELGRAND,2014/9,"99,832 km","2,500cc",AT,Petrol,7,Location,,,,,/nissan/elgrand/cb203357/id/13260746/
CB203358,2018 SUZUKI X BEE,SUZUKI,X,2018/5,"48,890 km","1,000cc",AT,Petrol,5,Location,,,,,/suzuki/x-bee/cb203358/id/13260747/
CB203359,2024 DAIHATSU TAFT,DAIHATSU,TAFT,2024/9,"5,896 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/taft/cb203359/id/13260748/
CB203360,2016 SUZUKI IGNIS,SUZUKI,IGNIS,2016/6,"45,630 km","1,200cc",AT,Petrol,5,Location,,,,,/suzuki/ignis/cb203360/id/13260749/
CB203361,2015 SUZUKI LAPIN,SUZUKI,LAPIN,2015/2,"61,428 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/lapin/cb203361/id/13260750/
CB203362,2023 TOYOTA CROWN CROSSOVER,TOYOTA,CROWN,2023/9,"22,931 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-crossover/cb203362/id/13260751/
CB203363,2018 LEXUS LS,LEXUS,LS,2018/12,"56,767 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/ls/cb203363/id/13260752/
CB203364,2021 MITSUBISHI ECLIPSE CROSS,MITSUBISHI,ECLIPSE,2021/8,"26,537 km","2,400cc",AT,Petrol,5,Location,,,,,/mitsubishi/eclipse-cross/cb203364/id/13260753/
CB203365,2015 LEXUS NX,LEXUS,NX,2015/11,"57,656 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203365/id/13260754/
CB203366,2018 TOYOTA 86,TOYOTA,86,2018/4,"43,602 km","2,000cc",AT,Petrol,4,Location,,,,,/toyota/86/cb203366/id/13260755/
CB203367,2014 SUZUKI ALTO,SUZUKI,ALTO,2014/11,"89,667 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203367/id/13260756/
CB203368,2023 SUBARU LEVORG,SUBARU,LEVORG,2023/9,"46,229 km","1,800cc",AT,Petrol,5,Location,,,,,/subaru/levorg/cb203368/id/13260757/
CB203369,2024 SUBARU LEVORG,SUBARU,LEVORG,2024/6,"51,069 km","1,800cc",AT,Petrol,5,Location,,,,,/subaru/levorg/cb203369/id/13260758/
CB203370,2021 NISSAN SERENA,NISSAN,SERENA,2021/9,"57,083 km","1,200cc",AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb203370/id/13260759/
CB203371,2022 DAIHATSU TANTO,DAIHATSU,TANTO,2022/10,"8,322 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb203371/id/13260760/
CB203372,2016 LEXUS RX,LEXUS,RX,2016,"71,000 km","3,500cc",CVT,Petrol,5,Location,,,,,/lexus/rx/cb203372/id/13260761/
CB203373,2019 JEEP GRAND CHEROKEE,JEEP,GRAND,2019/9,"58,759 km","3,600cc",AT,Petrol,5,Location,,,,,/jeep/grand-cherokee/cb203373/id/13260762/
CB203374,2021 HONDA CR-V,HONDA,CR-V,2021/2,"52,413 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/cr-v/cb203374/id/13260763/
CB203375,2014 TOYOTA VITZ,TOYOTA,VITZ,2014/11,"22,184 km","1,300cc",AT,Petrol,5,Location,,,,,/toyota/vitz/cb203375/id/13260764/
CB203376,2015 VOLKSWAGEN THE BEETLE,VOLKSWAGEN,THE,2015/5,"101,701 km","1,200cc",AT,Petrol,4,Location,,,,,/volkswagen/the-beetle/cb203376/id/13260765/
CB203377,2011 NISSAN MARCH,NISSAN,MARCH,2011/2,"77,959 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/march/cb203377/id/13260766/
CB203378,2023 TOYOTA HARRIER HYBRID,TOYOTA,HARRIER,2023/3,"22,071 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier-hybrid/cb203378/id/13260767/
CB203379,2022 TOYOTA NOAH,TOYOTA,NOAH,2022/3,"24,493 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/noah/cb203379/id/13260768/
CB203380,2025 TOYOTA ROOMY,TOYOTA,ROOMY,2025/7,"5,053 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/roomy/cb203380/id/13260769/
CB203381,2019 TOYOTA SIENTA,TOYOTA,SIENTA,2019/4,"50,368 km","1,500cc",AT,Petrol,7,Location,,,,,/toyota/sienta/cb203381/id/13260770/
CB203382,2017 SUBARU LEVORG,SUBARU,LEVORG,2017/1,"66,926 km","1,600cc",AT,Petrol,5,Location,,,,,/subaru/levorg/cb203382/id/13260771/
CB203383,2018 NISSAN SERENA,NISSAN,SERENA,2018/2,"88,462 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203383/id/13260772/
CB203384,"2008 MITSUBISHI PAJERO MINI
                                 6604WD",MITSUBISHI,PAJERO,2008,"93,542 km",660cc,AT,Petrol,4,Location,,,,,/mitsubishi/pajero-mini/cb203384/id/13260773/
CB203385,2017 LEXUS RX,LEXUS,RX,2017/7,"45,193 km","3,500cc",AT,Petrol,5,Location,,,,,/lexus/rx/cb203385/id/13260774/
CB203386,2014 SUBARU LEVORG,SUBARU,LEVORG,2014/10,"53,000 km","1,600cc",AT,Petrol,5,Location,,,,,/subaru/levorg/cb203386/id/13260775/
CB203387,2020 MAZDA CX-5,MAZDA,CX-5,2020/1,"42,624 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/cx-5/cb203387/id/13260776/
CB203388,2024 SUZUKI HUSTLER,SUZUKI,HUSTLER,2024/10,396 km,660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb203388/id/13260777/
CB203389,2018 SUZUKI ESCUDO,SUZUKI,ESCUDO,2018/7,"29,726 km","1,400cc",AT,Petrol,5,Location,,,,,/suzuki/escudo/cb203389/id/13260778/
CB203390,2018 TOYOTA VOXY HYBRID,TOYOTA,VOXY,2018/11,"139,486 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy-hybrid/cb203390/id/13260779/
CB203391,2020 TOYOTA VOXY,TOYOTA,VOXY,2020/9,"39,330 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/voxy/cb203391/id/13260780/
CB203392,2014 SUZUKI HUSTLER,SUZUKI,HUSTLER,2014/8,"61,810 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/hustler/cb203392/id/13260781/
CB203393,"2011 MITSUBISHI I
                                 6604WDCD",MITSUBISHI,I,2011,"39,887 km",660cc,AT,Petrol,4,Location,,,,,/mitsubishi/i/cb203393/id/13260782/
CB203394,2019 TOYOTA C-HR,TOYOTA,C-HR,2019/8,"41,887 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/c-hr/cb203394/id/13260783/
CB203395,2014 MAZDA ATENZA WAGON,MAZDA,ATENZA,2014/2,"60,344 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/atenza-wagon/cb203395/id/13260784/
CB203396,2024 HONDA FREED,HONDA,FREED,2024/12,"15,000 km","1,500cc",AT,Petrol,6,Location,,,,,/honda/freed/cb203396/id/13260785/
CB203397,2016 LEXUS RX,LEXUS,RX,2016/6,"57,279 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/rx/cb203397/id/13260786/
CB203398,2025 DAIHATSU ATRAI,DAIHATSU,ATRAI,2025/6,"1,817 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/atrai/cb203398/id/13260787/
CB203399,2018 SUZUKI HUSTLER,SUZUKI,HUSTLER,2018/12,"20,351 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb203399/id/13260788/
CB203400,2023 SUBARU REX,SUBARU,REX,2023/12,"11,719 km","1,200cc",AT,Petrol,5,Location,,,,,/subaru/rex/cb203400/id/13260789/
CB203401,2020 TOYOTA NOAH HYBRID,TOYOTA,NOAH,2020/7,"43,760 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/noah-hybrid/cb203401/id/13260790/
CB203402,2024 LEXUS NX,LEXUS,NX,2024/2,"5,385 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203402/id/13260791/
CB203403,2021 NISSAN NOTE,NISSAN,NOTE,2021/3,"78,012 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203403/id/13260792/
CB203404,2010 SUZUKI ALTO,SUZUKI,ALTO,2010,"60,702 km",660cc,MT,Petrol,4,Location,,,,,/suzuki/alto/cb203404/id/13260793/
CB203405,2019 SUZUKI ALTO,SUZUKI,ALTO,2019,"3,902 km",660cc,MT,Petrol,4,Location,,,,,/suzuki/alto/cb203405/id/13260794/
CB203406,2016 SUZUKI ALTO,SUZUKI,ALTO,2016,"44,650 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203406/id/13260795/
CB203407,"2020 SUZUKI ALTO
                                 L",SUZUKI,ALTO,2020,"28,786 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/alto/cb203407/id/13260796/
CB203408,2017 TOYOTA ESTIMA,TOYOTA,ESTIMA,2017/3,"52,364 km","2,400cc",AT,Petrol,7,Location,,,,,/toyota/estima/cb203408/id/13260797/
CB203409,2021 TOYOTA PIXIS EPOCH,TOYOTA,PIXIS,2021/2,"32,999 km",660cc,AT,Petrol,4,Location,,,,,/toyota/pixis-epoch/cb203409/id/13260798/
CB203410,2012 SUBARU IMPREZA SPORTS,SUBARU,IMPREZA,2012/9,"61,930 km","1,600cc",AT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb203410/id/13260799/
CB203411,2017 AUDI A3,AUDI,A3,2017/11,"64,220 km","2,000cc",AT,Petrol,5,Location,,,,,/audi/a3/cb203411/id/13260800/
CB203412,2014 NISSAN MOCO,NISSAN,MOCO,2014/11,"50,042 km",660cc,AT,Petrol,4,Location,,,,,/nissan/moco/cb203412/id/13260801/
CB203413,2016 TOYOTA HARRIER,TOYOTA,HARRIER,2016/2,"49,039 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/harrier/cb203413/id/13260802/
CB203414,2023 AUDI Q3,AUDI,Q3,2023/1,"22,490 km","1,500cc",AT,Petrol,5,Location,,,,,/audi/q3/cb203414/id/13260803/
CB203415,2017 SUBARU OUTBACK,SUBARU,OUTBACK,2017/11,"53,309 km","2,500cc",AT,Petrol,5,Location,,,,,/subaru/outback/cb203415/id/13260804/
CB203416,2014 HONDA N-WGN,HONDA,N-WGN,2014/11,"53,686 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-wgn/cb203416/id/13260805/
CB203417,2018 MITSUBISHI DELICA D5,MITSUBISHI,DELICA,2018/12,"71,767 km","2,300cc",AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb203417/id/13260806/
CB203418,2024 TOYOTA ALPHARD,TOYOTA,ALPHARD,2024/6,"10,115 km","2,500cc",AT,Petrol,7,Location,,,,,/toyota/alphard/cb203418/id/13260807/
CB203419,2014 HONDA N BOX PLUS,HONDA,N,2014/9,"50,797 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box-plus/cb203419/id/13260808/
CB203420,2012 SUBARU IMPREZA SPORTS,SUBARU,IMPREZA,2012/10,"51,268 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb203420/id/13260809/
CB203421,2020 LEXUS UX,LEXUS,UX,2020/10,"24,092 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/ux/cb203421/id/13260810/
CB203422,2023 HONDA VEZEL,HONDA,VEZEL,2023/2,"40,700 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/cb203422/id/13260811/
CB203423,2021 TOYOTA HARRIER HYBRID,TOYOTA,HARRIER,2021/3,"42,113 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier-hybrid/cb203423/id/13260812/
CB203424,2007 SUBARU R2,SUBARU,R2,2007/10,"34,584 km",660cc,AT,Petrol,4,Location,,,,,/subaru/r2/cb203424/id/13260813/
CB203425,2018 LEXUS NX,LEXUS,NX,2018/4,"34,802 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203425/id/13260814/
CB203426,2018 SUZUKI ALTO,SUZUKI,ALTO,2018,"14,953 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203426/id/13260815/
CB203427,2021 JEEP COMPASS,JEEP,COMPASS,2021/7,"45,120 km","2,400cc",AT,Petrol,5,Location,,,,,/jeep/compass/cb203427/id/13260816/
CB203428,2015 NISSAN DAYZ ROOX,NISSAN,DAYZ,2015/3,"92,108 km",660cc,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb203428/id/13260817/
CB203429,2017 NISSAN DAYZ ROOX,NISSAN,DAYZ,2017/6,"63,437 km",660cc,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb203429/id/13260818/
CB203430,2023 TOYOTA COROLLA TOURING,TOYOTA,COROLLA,2023/2,"34,112 km","1,800cc",AT,Petrol,5,Location,,,,,/toyota/corolla-touring/cb203430/id/13260819/
CB203431,2022 TOYOTA SIENTA,TOYOTA,SIENTA,2022/11,"43,473 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/sienta/cb203431/id/13260820/
CB203432,2023 LEXUS NX,LEXUS,NX,2023/11,"15,346 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203432/id/13260821/
CB203433,2024 MITSUBISHI TRITON,MITSUBISHI,TRITON,2024/12,"2,809 km","2,500cc",AT,Diesel,5,Location,,,,,/mitsubishi/triton/cb203433/id/13260822/
CB203434,2024 NISSAN SERENA,NISSAN,SERENA,2024/10,596 km,"1,400cc",AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb203434/id/13260823/
CB203435,2016 LEXUS NX,LEXUS,NX,2016/8,"21,084 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203435/id/13260824/
CB203436,2021 TOYOTA LAND CRUISER PRADO,TOYOTA,LAND,2021/5,"14,626 km","2,700cc",AT,Petrol,5,Location,,,,,/toyota/land-cruiser-prado/cb203436/id/13260825/
CB203437,2023 TOYOTA ALPHARD,TOYOTA,ALPHARD,2023/10,"6,160 km","2,500cc",AT,Petrol,7,Location,,,,,/toyota/alphard/cb203437/id/13260826/
CB203438,2018 NISSAN SERENA,NISSAN,SERENA,2018/12,"49,082 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203438/id/13260827/
CB203439,2022 LEXUS NX,LEXUS,NX,2022/2,"21,501 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203439/id/13260828/
CB203440,2018 HONDA VEZEL,HONDA,VEZEL,2018/2,"72,321 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/vezel/cb203440/id/13260829/
CB203441,"1998 HONDA ACTY TRUCK
                                 SDX",HONDA,ACTY,1998,"77,000 km",660cc,MT,Petrol,2,Location,,,,,/honda/acty-truck/cb203441/id/13260830/
CB203442,2020 LEXUS NX,LEXUS,NX,2020/10,"57,026 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203442/id/13260831/
CB203443,2018 LEXUS NX,LEXUS,NX,2018/5,"57,911 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203443/id/13260832/
CB203444,2019 TOYOTA COROLLA TOURING,TOYOTA,COROLLA,2019/9,"37,382 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/corolla-touring/cb203444/id/13260833/
CB203445,2022 LEXUS NX,LEXUS,NX,2022/12,"13,677 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203445/id/13260834/
CB203446,2022 LEXUS NX,LEXUS,NX,2022/6,"24,308 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203446/id/13260835/
CB203447,2024 MITSUBISHI OUTLANDER PHEV,MITSUBISHI,OUTLANDER,2024/12,"8,530 km","2,400cc",AT,Hybrid(Petrol),5,Location,,,,,/mitsubishi/outlander-phev/cb203447/id/13260836/
CB203448,2019 LEXUS NX,LEXUS,NX,2019/4,"41,000 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203448/id/13260837/
CB203449,"2022 SUZUKI ALTO
                                 660X",SUZUKI,ALTO,2022,"10,245 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/alto/cb203449/id/13260838/
CB203450,2018 AUDI S5,AUDI,S5,2018/12,"29,042 km","3,000cc",AT,Petrol,5,Location,,,,,/audi/s5/cb203450/id/13260839/
CB203451,2017 TOYOTA HARRIER,TOYOTA,HARRIER,2017/2,"91,921 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier/cb203451/id/13260840/
CB203452,2016 NISSAN X-TRAIL,NISSAN,X-TRAIL,2016/1,"73,115 km","2,000cc",AT,Petrol,5,Location,,,,,/nissan/x-trail/cb203452/id/13260841/
CB203453,2021 TOYOTA VOXY,TOYOTA,VOXY,2021/1,"63,752 km","2,000cc",AT,Petrol,8,Location,,,,,/toyota/voxy/cb203453/id/13260842/
CB203454,2019 NISSAN NOTE,NISSAN,NOTE,2019/2,"49,629 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203454/id/13260843/
CB203455,2023 LEXUS NX,LEXUS,NX,2023/2,"22,936 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203455/id/13260844/
CB203456,2018 TOYOTA CROWN HYBRID,TOYOTA,CROWN,2018/9,"63,361 km","3,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb203456/id/13260845/
CB203457,2022 DAIHATSU ROCKY,DAIHATSU,ROCKY,2022/7,"42,707 km","1,200cc",AT,Petrol,5,Location,,,,,/daihatsu/rocky/cb203457/id/13260846/
CB203458,2020 TOYOTA GRAN ACE,TOYOTA,GRAN,2020/10,"15,116 km","2,800cc",AT,Diesel,6,Location,,,,,/toyota/gran-ace/cb203458/id/13260847/
CB203459,2022 TOYOTA NOAH HYBRID,TOYOTA,NOAH,2022/11,"28,114 km","1,800cc",AT,Petrol,7,Location,,,,,/toyota/noah-hybrid/cb203459/id/13260848/
CB203460,2021 NISSAN ROOX,NISSAN,ROOX,2021/2,"42,759 km",660cc,AT,Petrol,4,Location,,,,,/nissan/roox/cb203460/id/13260849/
CB203461,2023 HONDA FREED+ HYBRID,HONDA,FREED+,2023/3,"37,503 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/freed-hybrid/cb203461/id/13260850/
CB203462,2020 SUBARU FORESTER,SUBARU,FORESTER,2020/7,"46,300 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/subaru/forester/cb203462/id/13260851/
CB203463,2021 TOYOTA COROLLA SPORT,TOYOTA,COROLLA,2021/3,"16,454 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/corolla-sport/cb203463/id/13260852/
CB203464,2013 MAZDA ATENZA WAGON,MAZDA,ATENZA,2013/6,"40,125 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/atenza-wagon/cb203464/id/13260853/
