ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB205266,"2012 BMW 5 SERIES
                                 2.0 TURBO FULL-SPECS NO-ACCI",Bmw,5,2012,236654,1997.0,AT,Petrol,5,Location,,,,,/bmw/5-series/cb205266/id/13262680/
BY908882,2012 NISSAN X-TRAIL,Nissan,X-Trail,2012,130000,2000.0,AT,Diesel,5,Location,,,,,/nissan/x-trail/by908882/id/12061653/
BY867917,2010 TOYOTA CROWN,Toyota,Crown,2010,57000,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown/by867917/id/12020263/
BY387731,2010 HONDA CR-Z,Honda,Cr-Z,2010,81000,1500.0,CVT,Hybrid(Petrol),4,Location,,,,,/honda/cr-z/by387731/id/11535612/
BY267318,2017 DAIHATSU HIJET TRUCK,Daihatsu,Hijet,2017,77000,660.0,AT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/by267318/id/11414021/
BX725501,2019 SUBARU FORESTER,Subaru,Forester,2019,57000,2500.0,CVT,Petrol,5,Location,,,,,/subaru/forester/bx725501/id/10951912/
BX575104,2016 LAND ROVER RANGE ROVER SPORT,Land,Rover,2016,28000,3000.0,AT,Petrol,5,Location,,,,,/land-rover/range-rover-sport/bx575104/id/10800412/
BX561990,2013 MITSUBISHI DELICA D5,Mitsubishi,Delica,2013,126000,2200.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/bx561990/id/10786214/
BX436617,2017 HONDA N BOX,Honda,N,2017,77000,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/bx436617/id/10660928/
BX436615,2015 DAIHATSU CAST,Daihatsu,Cast,2015,67000,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/cast/bx436615/id/10660926/
BW621086,2022 NISSAN SERENA,Nissan,Serena,2022,65000,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/bw621086/id/9883552/
CA072671,2014 TOYOTA HIACE WAGON,Toyota,Hiace,2014,43000,2700.0,AT,Petrol,10,Location,,,,,/toyota/hiace-wagon/ca072671/id/12155244/
CA717450,2023 TOYOTA HIACE VAN,Toyota,Hiace,2023,33000,2700.0,AT,Petrol,2,Location,,,,,/toyota/hiace-van/ca717450/id/12805441/
CA717449,2024 DAIHATSU TANTO,Daihatsu,Tanto,2024,7000,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/ca717449/id/12805440/
CA692928,2008 NISSAN CUBE,Nissan,Cube,2008,57000,1400.0,AT,Petrol,5,Location,,,,,/nissan/cube/ca692928/id/12780202/
CA680686,2020 HONDA FIT,Honda,Fit,2020,55000,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit/ca680686/id/12768254/
CA549587,2006 TOYOTA ALPHARD,Toyota,Alphard,2006,110000,3000.0,AT,Petrol,8,Location,,,,,/toyota/alphard/ca549587/id/12635346/
CA514204,2019 TOYOTA NOAH,Toyota,Noah,2019,77000,2000.0,CVT,Petrol,8,Location,,,,,/toyota/noah/ca514204/id/12600486/
CA514195,2020 NISSAN DAYZ,Nissan,Dayz,2020,42000,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/ca514195/id/12600477/
CA488982,2018 JEEP COMPASS,Jeep,Compass,2018,63000,2400.0,AT,Petrol,5,Location,,,,,/jeep/compass/ca488982/id/12575372/
CA479319,2013 MITSUBISHI PAJERO,Mitsubishi,Pajero,2013,185000,3200.0,AT,Diesel,7,Location,,,,,/mitsubishi/pajero/ca479319/id/12564754/
CA488980,2013 NISSAN JUKE,Nissan,Juke,2013,132000,1600.0,CVT,Petrol,5,Location,,,,,/nissan/juke/ca488980/id/12575370/
CA454656,2025 SUZUKI JIMNY,Suzuki,Jimny,2025,14,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca454656/id/12540276/
CA442898,2018 DAIHATSU MIRA,Daihatsu,Mira,2018,46000,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/mira/ca442898/id/12528454/
CA442897,2015 TOYOTA MARK X,Toyota,Mark,2015,11000,2500.0,AT,Petrol,5,Location,,,,,/toyota/mark-x/ca442897/id/12528453/
CA442896,2020 SUZUKI JIMNY,Suzuki,Jimny,2020,42000,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca442896/id/12528452/
CA442895,2024 MAZDA CAROL,Mazda,Carol,2024,20000,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/carol/ca442895/id/12528451/
CA369100,2019 TOYOTA ROOMY,Toyota,Roomy,2019,67000,1000.0,CVT,Petrol,5,Location,,,,,/toyota/roomy/ca369100/id/12453941/
CA187122,2014 SUBARU LEGACY B4,Subaru,Legacy,2014,73000,2500.0,CVT,Petrol,5,Location,,,,,/subaru/legacy-b4/ca187122/id/12270389/
CA399695,2014 SUBARU LEVORG,Subaru,Levorg,2014,112000,1600.0,CVT,Petrol,5,Location,,,,,/subaru/levorg/ca399695/id/12484425/
CA281102,2017 SUZUKI HUSTLER,Suzuki,Hustler,2017,28336,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/ca281102/id/12365352/
BR942339,2018 TOYOTA ROOMY,Toyota,Roomy,2018,62000,1000.0,CVT,Petrol,5,Location,,,,,/toyota/roomy/br942339/id/7352118/
CB205257,"2022 TOYOTA COROLLA ALTIS
                                 1.6 G",Toyota,Corolla,2022,96700,1598.0,AT,Petrol,5,Location,,,,,/toyota/corolla-altis/cb205257/id/13262671/
CA442884,2023 AUDI E- TRON,Audi,E-,2023,31375,,AT,Electric,5,Location,,,,,/audi/e-tron/ca442884/id/12528434/
CB205255,2020 SUBARU IMPREZA SPORTS,Subaru,Impreza,2020,47482,1600.0,CVT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb205255/id/13262669/
CB205256,2013 LAND ROVER RANGE ROVER EVOQUE,Land,Rover,2013,76574,2000.0,AT,Petrol,5,Location,,,,,/land-rover/range-rover-evoque/cb205256/id/13262670/
CB205258,2014 TOYOTA VOXY,Toyota,Voxy,2014,97494,2000.0,CVT,Petrol,7,Location,,,,,/toyota/voxy/cb205258/id/13262672/
CB205259,2013 TOYOTA ESTIMA,Toyota,Estima,2013,109612,2400.0,CVT,Petrol,7,Location,,,,,/toyota/estima/cb205259/id/13262673/
CB205260,2022 TOYOTA YARIS,Toyota,Yaris,2022,107173,1500.0,CVT,Petrol,5,Location,,,,,/toyota/yaris/cb205260/id/13262674/
CB205261,2011 NISSAN ELGRAND,Nissan,Elgrand,2011,59000,3500.0,CVT,Petrol,8,Location,,,,,/nissan/elgrand/cb205261/id/13262675/
CB205262,2019 HONDA N BOX,Honda,N,2019,26807,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205262/id/13262676/
CB205263,2014 MAZDA FLAIR WAGON,Mazda,Flair,2014,67000,660.0,CVT,Petrol,4,Location,,,,,/mazda/flair-wagon/cb205263/id/13262677/
CB205264,2015 DAIHATSU WAKE,Daihatsu,Wake,2015,77000,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/wake/cb205264/id/13262678/
CB205265,2010 NISSAN MOCO,Nissan,Moco,2010,47800,660.0,AT,Petrol,4,Location,,,,,/nissan/moco/cb205265/id/13262679/
CB205253,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,64059,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205253/id/13262667/
CB205254,"2020 MAZDA CX-30
                                 2.0 S",Mazda,Cx-30,2020,88060,1998.0,AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205254/id/13262668/
CB205213,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,115000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205213/id/13262627/
CB205214,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,88219,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205214/id/13262628/
CB205215,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,115072,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205215/id/13262629/
CB205216,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,77224,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205216/id/13262630/
CB205217,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,57450,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205217/id/13262631/
CB205218,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,56953,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205218/id/13262632/
CB205219,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,88000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205219/id/13262633/
CB205220,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,99256,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205220/id/13262634/
CB205221,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,95970,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205221/id/13262635/
CB205222,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,47000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205222/id/13262636/
CB205223,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,70000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205223/id/13262637/
CB205224,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,48000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205224/id/13262638/
CB205225,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,90000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205225/id/13262639/
CB205226,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,77013,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205226/id/13262640/
CB205227,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,65000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205227/id/13262641/
CB205228,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,58626,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205228/id/13262642/
CB205229,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,80000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205229/id/13262643/
CB205230,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,66000,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205230/id/13262644/
CB205231,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,56600,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205231/id/13262645/
CB205232,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,48973,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205232/id/13262646/
CB205233,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,61173,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205233/id/13262647/
CB205234,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,80000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205234/id/13262648/
CB205235,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,61256,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205235/id/13262649/
CB205236,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,76600,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205236/id/13262650/
CB205237,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,51000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205237/id/13262651/
CB205238,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,50000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205238/id/13262652/
CB205239,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,73102,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205239/id/13262653/
CB205240,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,83275,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205240/id/13262654/
CB205241,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,67000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205241/id/13262655/
CB205242,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,88893,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205242/id/13262656/
CB205243,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,125000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205243/id/13262657/
CB205244,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,68400,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205244/id/13262658/
CB205245,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,97404,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205245/id/13262659/
CB205246,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,100197,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205246/id/13262660/
CB205247,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,56542,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205247/id/13262661/
CB205248,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,92604,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205248/id/13262662/
CB205249,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,105000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205249/id/13262663/
CB205250,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,82747,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205250/id/13262664/
CB205251,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,73400,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205251/id/13262665/
CB205252,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,111946,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205252/id/13262666/
CB205212,"2021 MAZDA CX-30
                                 2.0 S",Mazda,Cx-30,2021,42000,1998.0,AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205212/id/13262626/
BX545910,2020 DAIHATSU TAFT,Daihatsu,Taft,2020,50716,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/taft/bx545910/id/10770526/
BX629865,2022 TOYOTA HILUX,Toyota,Hilux,2022,15872,2400.0,AT,Diesel,5,Location,,,,,/toyota/hilux/bx629865/id/10854774/
CB205195,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,70000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205195/id/13262609/
CB205196,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,92000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205196/id/13262610/
CB205197,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,89000,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205197/id/13262611/
CB205194,"2017 HONDA HR-V
                                 1.8 E",Honda,Hr-V,2017,90000,1799.0,AT,Petrol,5,Location,,,,,/honda/hr-v/cb205194/id/13262608/
CB205188,2013 TOYOTA 86,Toyota,86,2013,108959,2000.0,MT,Petrol,4,Location,,,,,/toyota/86/cb205188/id/13262602/
CB205189,2012 MERCEDES-BENZ E-CLASS,Mercedes-Benz,E-Class,2012,41957,1800.0,AT,Petrol,5,Location,,,,,/mercedes-benz/e-class/cb205189/id/13262603/
CB205190,2001 DAIHATSU HIJET TRUCK,Daihatsu,Hijet,2001,105468,660.0,MT,Petrol,ASK,Location,,,,,/daihatsu/hijet-truck/cb205190/id/13262604/
CB205191,2013 SUBARU BRZ,Subaru,Brz,2013,156328,2000.0,AT,Petrol,4,Location,,,,,/subaru/brz/cb205191/id/13262605/
CB205192,2011 DAIHATSU MOVE,Daihatsu,Move,2011,79100,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205192/id/13262606/
CB205193,2016 TOYOTA PRIUS,Toyota,Prius,2016,106000,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205193/id/13262607/
CB205199,2020 SUZUKI WAGON R,Suzuki,Wagon,2020,9975,660.0,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/wagon-r/cb205199/id/13262613/
CB205200,2013 DAIHATSU MIRA COCOA,Daihatsu,Mira,2013,54695,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/cb205200/id/13262614/
CB205201,2003 DAIHATSU COPEN,Daihatsu,Copen,2003,65218,660.0,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205201/id/13262615/
CB205202,2013 DAIHATSU TANTO,Daihatsu,Tanto,2013,85550,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205202/id/13262616/
CB205203,2014 HONDA N-WGN,Honda,N-Wgn,2014,116995,660.0,CVT,Petrol,4,Location,,,,,/honda/n-wgn/cb205203/id/13262617/
CB205204,2001 DAIHATSU MIRAGINO,Daihatsu,Miragino,2001,169467,660.0,AT,Petrol,4,Location,,,,,/daihatsu/miragino/cb205204/id/13262618/
CB205205,2008 NISSAN X-TRAIL,Nissan,X-Trail,2008,90608,2000.0,CVT,Petrol,5,Location,,,,,/nissan/x-trail/cb205205/id/13262619/
CB205206,2011 DAIHATSU TANTO,Daihatsu,Tanto,2011,82774,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205206/id/13262620/
CB205207,2016 HONDA N BOX,Honda,N,2016,136120,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205207/id/13262621/
CB205208,2011 HONDA FIT HYBRID,Honda,Fit,2011,82641,1300.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit-hybrid/cb205208/id/13262622/
CB205209,2019 SUZUKI CARRY TRUCK,Suzuki,Carry,2019,13700,660.0,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb205209/id/13262623/
CB205210,2013 SUZUKI WAGON R,Suzuki,Wagon,2013,75950,660.0,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205210/id/13262624/
CB205211,2023 DAIHATSU TANTO,Daihatsu,Tanto,2023,29500,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205211/id/13262625/
CB205175,2015 SUBARU LEVORG,Subaru,Levorg,2015,135947,1600.0,AT,Petrol,5,Location,,,,,/subaru/levorg/cb205175/id/13262589/
CB205176,2015 HONDA SHUTTLE,Honda,Shuttle,2015,148951,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/shuttle/cb205176/id/13262590/
CB205177,2014 TOYOTA HIACE VAN,Toyota,Hiace,2014,137548,3000.0,AT,Diesel,ASK,Location,,,,,/toyota/hiace-van/cb205177/id/13262591/
CB205178,2008 SUBARU STELLA,Subaru,Stella,2008,149177,660.0,CVT,Petrol,4,Location,,,,,/subaru/stella/cb205178/id/13262592/
CB205179,2025 TOYOTA VELLFIRE HYBRID,Toyota,Vellfire,2025,10908,2500.0,CVT,Hybrid(Petrol),7,Location,,,,,/toyota/vellfire-hybrid/cb205179/id/13262593/
CB205180,2022 HONDA FREED HYBRID,Honda,Freed,2022,7315,1500.0,CVT,Hybrid(Petrol),4,Location,,,,,/honda/freed-hybrid/cb205180/id/13262594/
CB205181,2011 HONDA STEP WGN,Honda,Step,2011,131764,2000.0,CVT,Petrol,8,Location,,,,,/honda/step-wgn/cb205181/id/13262595/
CB205182,2015 DAIHATSU MOVE,Daihatsu,Move,2015,220308,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205182/id/13262596/
CB205183,2025 TOYOTA HIACE VAN,Toyota,Hiace,2025,10,2000.0,AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb205183/id/13262597/
CB205184,2025 TOYOTA HIACE VAN,Toyota,Hiace,2025,10,2800.0,AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb205184/id/13262598/
CB205185,2018 BMW X3,Bmw,X3,2018,46000,2000.0,AT,Diesel,5,Location,,,,,/bmw/x3/cb205185/id/13262599/
CB205186,2005 HONDA ACTY TRUCK,Honda,Acty,2005,81439,660.0,MT,Petrol,ASK,Location,,,,,/honda/acty-truck/cb205186/id/13262600/
CB205187,2014 NISSAN SERENA,Nissan,Serena,2014,98800,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb205187/id/13262601/
BU522010,2007 DAIHATSU MOVE,Daihatsu,Move,2007,67100,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/bu522010/id/8860381/
CA253083,2019 NISSAN DAYZ,Nissan,Dayz,2019,88427,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/ca253083/id/12337249/
CB205165,2007 DAIHATSU TANTO,Daihatsu,Tanto,2007,109515,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205165/id/13262579/
CB205166,2017 MITSUBISHI EK SPACE,Mitsubishi,Ek,2017,130152,660.0,CVT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb205166/id/13262580/
CB205167,2012 HONDA N-ONE,Honda,N-One,2012,130623,660.0,CVT,Petrol,4,Location,,,,,/honda/n-one/cb205167/id/13262581/
CB205168,2006 MAZDA RX-8,Mazda,Rx-8,2006,133215,,MT,Petrol,4,Location,,,,,/mazda/rx-8/cb205168/id/13262582/
CB205169,2011 BMW MINI,Bmw,Mini,2011,105758,1600.0,MT,Petrol,4,Location,,,,,/bmw/mini/cb205169/id/13262583/
CB205170,2013 NISSAN NOTE,Nissan,Note,2013,77000,1200.0,CVT,Petrol,5,Location,,,,,/nissan/note/cb205170/id/13262584/
CB205171,2015 SUZUKI ALTO,Suzuki,Alto,2015,118848,660.0,CVT,Petrol,4,Location,,,,,/suzuki/alto/cb205171/id/13262585/
CB205172,2011 DAIHATSU MOVE,Daihatsu,Move,2011,72499,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205172/id/13262586/
CB205173,2012 HONDA FIT SHUTTLE HYBRID,Honda,Fit,2012,83999,1300.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit-shuttle-hybrid/cb205173/id/13262587/
CB205174,2017 SUZUKI EVERY WAGON,Suzuki,Every,2017,8304,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb205174/id/13262588/
CB205164,"2019 MAZDA CX-5
                                 2.0 SP",Mazda,Cx-5,2019,71000,1998.0,AT,Petrol,5,Location,,,,,/mazda/cx-5/cb205164/id/13262577/
CB205153,2017 MERCEDES-BENZ CLA-CLASS,Mercedes-Benz,Cla-Class,2017,53000,1600.0,AT,Petrol,5,Location,,,,,/mercedes-benz/cla-class/cb205153/id/13262562/
CB205154,2014 VOLVO V70,Volvo,V70,2014,38016,2000.0,AT,Petrol,5,Location,,,,,/volvo/v70/cb205154/id/13262563/
CB205155,2015 HONDA N BOX,Honda,N,2015,40000,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205155/id/13262564/
CB205156,2018 TOYOTA HIACE VAN,Toyota,Hiace,2018,44406,2800.0,AT,Diesel,6,Location,,,,,/toyota/hiace-van/cb205156/id/13262565/
CB205157,2020 BMW 8 SERIES,Bmw,8,2020,91500,4400.0,AT,Petrol,5,Location,,,,,/bmw/8-series/cb205157/id/13262570/
CB205158,2008 TOYOTA COROLLA RUMION,Toyota,Corolla,2008,137000,1800.0,CVT,Petrol,5,Location,,,,,/toyota/corolla-rumion/cb205158/id/13262571/
CB205159,2012 TOYOTA CROWN,Toyota,Crown,2012,66760,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown/cb205159/id/13262572/
CB205160,2013 AUDI A4,Audi,A4,2013,96021,2000.0,CVT,Petrol,5,Location,,,,,/audi/a4/cb205160/id/13262573/
CB205161,2013 TOYOTA CROWN,Toyota,Crown,2013,66778,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown/cb205161/id/13262574/
CB205162,2016 BMW 7 SERIES,Bmw,7,2016,40866,4400.0,AT,Petrol,5,Location,,,,,/bmw/7-series/cb205162/id/13262575/
CB205163,2016 MERCEDES-BENZ E-CLASS,Mercedes-Benz,E-Class,2016,33107,2000.0,AT,Petrol,5,Location,,,,,/mercedes-benz/e-class/cb205163/id/13262576/
CB205152,"2020 SUZUKI SWIFT
                                 1.25 GLX",Suzuki,Swift,2020,30000,1242.0,AT,Petrol,5,Location,,,,,/suzuki/swift/cb205152/id/13262561/
CA940424,2020 TOYOTA PRIUS,Toyota,Prius,2020,40602,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca940424/id/13030535/
CB205125,2008 DAIHATSU MOVE,Daihatsu,Move,2008,90224,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205125/id/13262532/
CB205126,2010 HONDA ZEST SPARK,Honda,Zest,2010,148236,660.0,AT,Petrol,4,Location,,,,,/honda/zest-spark/cb205126/id/13262533/
CB205127,2017 DAIHATSU MOVE,Daihatsu,Move,2017,83872,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205127/id/13262534/
